1,203.77.236.1,203.77.236.1,2.771,-6.1744,106.8294
2,id-rcore-nit-227.21.central.net.id,203.77.227.21,2.974,-6.1744,106.8294
3,id-rcore-ox-236-22,203.77.236.22,2.401,-6.1744,106.8294
4,202.146.251.173,202.146.251.173,2.517,-6.9039,107.6186
5,202.149.94.33,202.149.94.33,2.867,-6.1744,106.8294
6,202.152.164.189,202.152.164.189,5.378,-6.1744,106.8294
7,202.93.46.5,202.93.46.5,7.106,-6.1744,106.8294
8,500.POS2-1.IG2.SAC1.ALTER.NET,157.130.210.217,193.786,37.7691,-122.4449
9,0.so-5-3-0.XT1.SAC1.ALTER.NET,152.63.54.114,199.032,37.751,-97.822
10,0.so-7-0-0.XT1.LAX7.ALTER.NET,152.63.116.249,211.514,37.751,-97.822
11,GigE6-0-0.IG2.LAX7.ALTER.NET,152.63.118.33,202.016,37.751,-97.822
12,cnc-gw.customer.alter.net,157.130.224.142,257.810,34.1444,-118.8935
13,202.96.12.153,202.96.12.153,259.272,39.9289,116.3883
14,202.96.12.154,202.96.12.154,257.005,39.9289,116.3883
15,61.148.3.34,61.148.3.34,251.081,39.9289,116.3883
16,202.106.43.66,202.106.43.66,246.530,39.9289,116.3883
17,*,*,*,,
18,*,*,*,,
19,*,*,*,,
20,*,*,*,,
21,*,*,*,,
22,*,*,*,,
23,*,*,*,,
24,*,*,*,,
25,*,*,*,,
26,*,*,*,,
27,*,*,*,,
28,*,*,*,,
29,*,*,*,,
30,*,*,*,,
